Year,Entidad federativa,Sexo (t-h-m-na),Intoxicaciones_grupo de edad,GeoCode,Value
2008,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,1.1106337853909
2007,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,0.964212119319872
2006,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,1.18674247261117
2005,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,1.32505322297112
2004,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,0.912504505490996
2003,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,0.784448671170099
2002,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,1.07762336632298
2001,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,1.22064826409946
2000,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,0.913947814722214
1999,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,1.29371963801725
1998,Estados Unidos Mexicanos,Total,De 65 a 69 años,0,1.33300614091693
2021,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,0.577035376884886
2020,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.87631192128752
2019,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,0.993305123467827
2018,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,0.643544264261584
2017,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.02180305590196
2016,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.14850331641818
2015,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,0.806457351451742
2014,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,0.734614599142852
2013,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.26455950587084
2012,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.04469137466237
2011,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,0.971026720497511
2010,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.33694829296771
2009,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.20707345041946
2008,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.1262636381635
2007,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.1608377338248
2006,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.32197192887036
2005,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.29682595363718
2004,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.80446545050151
2003,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.6559661354925297
2002,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.56971309925581
2001,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,0.961608163905372
2000,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.46030506541398
1999,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.11786800214631
1998,Estados Unidos Mexicanos,Total,De 70 a 74 años,0,1.65650401453748
2021,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,0.955861143738463
2020,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.97587801626496
2019,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.14027206891564
2018,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,0.8051614565494619
2017,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,0.766481752943769
2016,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.44904912737603
2015,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.56172550297746
2014,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.18944500496069
2013,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.94642711675751
2012,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.8557268845092103
2011,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,0.99288635117321
2010,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,0.785389246764589
2009,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.69702455028849
2008,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.6672349159005
2007,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.46564485356053
2006,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.1623613101779
2005,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.67266347497695
2004,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.7398784984848603
2003,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,2.01050286697709
2002,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.77738001639372
2001,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,1.19723721187398
2000,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,2.04075154076741
1999,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,2.1264756855226
1998,Estados Unidos Mexicanos,Total,De 75 a 79 años,0,2.46055726700983
2021,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,0.624157387526839
2020,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.66917507763618
2019,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.27738556137554
2018,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.4650841153626797
2017,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.20463664645219
2016,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.23672198592816
2015,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.22001864815664
2014,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.84534289727519
2013,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.6772332360538098
2012,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.84737240141093
2011,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.03135455501386
2010,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.73432817701049
2009,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.95633999966581
2008,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,0.8010156878922471
2007,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.08274611463712
2006,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.5903859722174
2005,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.10809402701673
2004,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.35621955567982
2003,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.78990383037385
2002,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.37254700115637
2001,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,1.97550020563161
2000,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.63092121706415
1999,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.15535822053625
1998,Estados Unidos Mexicanos,Total,De 80 a 84 años,0,2.43835532933037
2021,Estados Unidos Mexicanos,Total,De 85 años y más,0,1.53410154320388
2020,Estados Unidos Mexicanos,Total,De 85 años y más,0,2.52914577047791
2019,Estados Unidos Mexicanos,Total,De 85 años y más,0,1.95443983582705
2018,Estados Unidos Mexicanos,Total,De 85 años y más,0,2.12615959625348
2017,Estados Unidos Mexicanos,Total,De 85 años y más,0,2.53832876434156
2016,Estados Unidos Mexicanos,Total,De 85 años y más,0,1.7856823985286
2015,Estados Unidos Mexicanos,Total,De 85 años y más,0,1.5977523311821
2014,Estados Unidos Mexicanos,Total,De 85 años y más,0,1.906589809913
2013,Estados Unidos Mexicanos,Total,De 85 años y más,0,1.58146731172961
2012,Estados Unidos Mexicanos,Total,De 85 años y más,0,1.7790526134282902
2011,Estados Unidos Mexicanos,Total,De 85 años y más,0,3.55353398955261
2010,Estados Unidos Mexicanos,Total,De 85 años y más,0,1.77001593014337
2009,Estados Unidos Mexicanos,Total,De 85 años y más,0,2.29659094040806
2008,Estados Unidos Mexicanos,Total,De 85 años y más,0,3.02581016067052
2007,Estados Unidos Mexicanos,Total,De 85 años y más,0,3.81729433496924
2006,Estados Unidos Mexicanos,Total,De 85 años y más,0,3.29070997933781
2005,Estados Unidos Mexicanos,Total,De 85 años y más,0,2.3468118560935
2004,Estados Unidos Mexicanos,Total,De 85 años y más,0,3.75862840132379
2003,Estados Unidos Mexicanos,Total,De 85 años y más,0,2.73644336637263
2002,Estados Unidos Mexicanos,Total,De 85 años y más,0,2.84272040220433
2001,Estados Unidos Mexicanos,Total,De 85 años y más,0,3.37929170045958
2000,Estados Unidos Mexicanos,Total,De 85 años y más,0,3.29754398923682
1999,Estados Unidos Mexicanos,Total,De 85 años y más,0,2.73933826718592
1998,Estados Unidos Mexicanos,Total,De 85 años y más,0,3.07154333238824
2021,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2020,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2019,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2018,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2017,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2016,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2015,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2014,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2013,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2012,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2011,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2010,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2009,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2008,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2007,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2006,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2005,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2004,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2003,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2002,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2001,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2000,Estados Unidos Mexicanos,Total,Edad no especificada,0,
1999,Estados Unidos Mexicanos,Total,Edad no especificada,0,
1998,Estados Unidos Mexicanos,Total,Edad no especificada,0,
2021,Estados Unidos Mexicanos,Hombres,Total,0,0.555914031236889
2020,Estados Unidos Mexicanos,Hombres,Total,0,0.8902367495931521
2019,Estados Unidos Mexicanos,Hombres,Total,0,0.645394131870027
2018,Estados Unidos Mexicanos,Hombres,Total,0,0.549138403474439
2017,Estados Unidos Mexicanos,Hombres,Total,0,0.55152439696981
2016,Estados Unidos Mexicanos,Hombres,Total,0,0.672322116049321
2015,Estados Unidos Mexicanos,Hombres,Total,0,0.7405374669461521
2014,Estados Unidos Mexicanos,Hombres,Total,0,0.573895177279541
2013,Estados Unidos Mexicanos,Hombres,Total,0,0.722503308772014
2012,Estados Unidos Mexicanos,Hombres,Total,0,0.689993320340614
2011,Estados Unidos Mexicanos,Hombres,Total,0,0.819862879969702
2010,Estados Unidos Mexicanos,Hombres,Total,0,0.765201715524766
2009,Estados Unidos Mexicanos,Hombres,Total,0,0.701896511612623
2008,Estados Unidos Mexicanos,Hombres,Total,0,0.797969240488989
2007,Estados Unidos Mexicanos,Hombres,Total,0,0.983131013241891
2006,Estados Unidos Mexicanos,Hombres,Total,0,1.00136108813809
2005,Estados Unidos Mexicanos,Hombres,Total,0,1.02650362773341
2004,Estados Unidos Mexicanos,Hombres,Total,0,0.939653421364242
2003,Estados Unidos Mexicanos,Hombres,Total,0,1.01106351292828
2002,Estados Unidos Mexicanos,Hombres,Total,0,0.849487741821597
2001,Estados Unidos Mexicanos,Hombres,Total,0,0.937986555091979
2000,Estados Unidos Mexicanos,Hombres,Total,0,1.06921280227202
1999,Estados Unidos Mexicanos,Hombres,Total,0,1.15959410202076
1998,Estados Unidos Mexicanos,Hombres,Total,0,1.16441260899515
2021,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.292858302523725
2020,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.563145198633119
2019,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.432916675084491
2018,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.430208217192052
2017,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.481430254396662
2016,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.426147335114274
2015,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.371698257478569
2014,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.7060814263692109
2013,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.66918338319043
2012,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.33386664136309
2011,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.526182582198928
2010,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.420239872919462
2009,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.69952547689275
2008,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.5241902440158
2007,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.628879949088674
2006,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.681504356210794
2005,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.629037415494939
2004,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.593704462649441
2003,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.575158586908554
2002,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.625330578404729
2001,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.484186804802856
2000,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.516097333892783
1999,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.82142692124056
1998,Estados Unidos Mexicanos,Hombres,De 0 a 4 años,0,0.800265211296408
2021,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.1607158067746
2020,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.1246221279050309
2019,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.106556965087143
2018,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.141752033875901
2017,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.0883939612781409
2016,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.158733966105713
2015,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.28144556068881
2014,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.210484255865363
2013,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.10500550753887
2012,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.1048777780593939
2011,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.157309132896329
2010,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.139999527501595
2009,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.070145091614751
2008,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.1229856488046409
2007,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.158230518658543
2006,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.316177540012268
2005,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.297784100921484
2004,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.191847827698327
2003,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.243058382797161
2002,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.22486494265598
2001,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.241608630260273
2000,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.189756757712534
1999,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.276561818048251
1998,Estados Unidos Mexicanos,Hombres,De 5 a 9 años,0,0.260160029637431
2021,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.159560945012107
2020,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.035363248637764
2019,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.088160300817052
2018,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.087957106485623
2017,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.035135324581007
2016,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.1053722458987799
2015,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.123038956770263
2014,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.105643809219958
2013,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.141113533952093
2012,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.247220534843969
2011,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.176643116606361
2010,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.176560343205058
2009,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.07053299136588
2008,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.052826248306258
2007,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.2286950746997279
2006,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.1231296387992049
2005,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.228947405497556
2004,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.229568978944286
2003,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.159570167612504
2002,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.267226964412138
2001,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.28650729698272
2000,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.251817130399904
1999,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.162517299063611
1998,Estados Unidos Mexicanos,Hombres,De 10 a 14 años,0,0.25379362553802
2021,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.231114808948054
2020,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.4448423905616539
2019,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.374315870903803
2018,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.392814985391746
2017,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.285953414256958
2016,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.232342962519327
2015,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.517843826873023
2014,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.338663118427819
2013,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.3559515001842939
2012,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.55159543641964
2011,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.320990705714116
2010,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.556119348952872
2009,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.253598333931403
2008,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.256865416282515
2007,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.594823179515777
2006,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.60160553477092
2005,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.53076946407449
2004,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.533545938686425
2003,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.594477875834666
2002,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.464444364886845
2001,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.625747352550947
2000,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.7292657909695611
1999,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,0.831707543112155
1998,Estados Unidos Mexicanos,Hombres,De 15 a 19 años,0,1.05386880208324
2021,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.549793616639541
2020,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.8603547260841061
2019,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.7489641916566491
2018,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.437498986004954
2017,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.655593331086105
2016,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.7110691033363908
2015,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.604573211617479
2014,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.591542604469659
2013,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.674235837957155
2012,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.647177610852483
2011,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.6985180551394631
2010,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.95134127227625
2009,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.729042607072564
2008,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.952151883956696
2007,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.9714967089493008
2006,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,1.13848389174178
2005,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,1.06646469131288
2004,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.879349896621428
2003,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,1.06569617268541
2002,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,1.29978804490813
2001,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,0.9474379473260588
2000,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,1.10560764196002
1999,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,1.52972032888087
1998,Estados Unidos Mexicanos,Hombres,De 20 a 24 años,0,1.57455483398456
2021,Estados Unidos Mexicanos,Hombres,De 25 a 29 años,0,0.787058804348987
2020,Estados Unidos Mexicanos,Hombres,De 25 a 29 años,0,0.658593440108265
2019,Estados Unidos Mexicanos,Hombres,De 25 a 29 años,0,0.720980259939946
